   2.9459901e+02  -5.9981959e+01
   2.9455748e+02  -5.9921792e+01
   2.9451607e+02  -5.9861613e+01
   2.9447480e+02  -5.9801424e+01
   2.9443366e+02  -5.9741224e+01
   2.9439265e+02  -5.9681013e+01
   2.9435178e+02  -5.9620791e+01
   2.9431103e+02  -5.9560558e+01
   2.9427042e+02  -5.9500314e+01
   2.9422993e+02  -5.9440060e+01
   2.9418957e+02  -5.9379794e+01
   2.9414933e+02  -5.9319519e+01
   2.9410925e+02  -5.9259270e+01
   2.9406929e+02  -5.9199004e+01
   2.9402945e+02  -5.9138726e+01
   2.9398974e+02  -5.9078439e+01
   2.9395015e+02  -5.9018141e+01
   2.9391068e+02  -5.8957833e+01
   2.9387134e+02  -5.8897514e+01
   2.9383211e+02  -5.8837186e+01
   2.9379301e+02  -5.8776847e+01
   2.9375403e+02  -5.8716498e+01
   2.9371516e+02  -5.8656139e+01
   2.9367642e+02  -5.8595770e+01
   2.9363779e+02  -5.8535392e+01
   2.9359928e+02  -5.8475003e+01
   2.9356088e+02  -5.8414605e+01
   2.9352261e+02  -5.8354197e+01
   2.9348444e+02  -5.8293779e+01
   2.9344639e+02  -5.8233352e+01
   2.9340848e+02  -5.8172950e+01
   2.9337068e+02  -5.8112534e+01
   2.9333299e+02  -5.8052108e+01
   2.9329541e+02  -5.7991672e+01
   2.9325794e+02  -5.7931228e+01
   2.9322059e+02  -5.7870774e+01
   2.9318334e+02  -5.7810310e+01
   2.9314621e+02  -5.7749838e+01
   2.9310918e+02  -5.7689356e+01
   2.9307226e+02  -5.7628865e+01
   2.9303545e+02  -5.7568365e+01
   2.9299874e+02  -5.7507855e+01
   2.9296214e+02  -5.7447337e+01
   2.9292565e+02  -5.7386810e+01
   2.9288926e+02  -5.7326274e+01
   2.9285298e+02  -5.7265729e+01
   2.9281680e+02  -5.7205175e+01
   2.9278073e+02  -5.7144613e+01
   2.9274478e+02  -5.7084085e+01
   2.9270893e+02  -5.7023535e+01
   2.9267318e+02  -5.6962976e+01
   2.9263754e+02  -5.6902409e+01
   2.9260199e+02  -5.6841833e+01
   2.9256654e+02  -5.6781249e+01
   2.9253119e+02  -5.6720656e+01
   2.9249594e+02  -5.6660055e+01
   2.9246079e+02  -5.6599445e+01
   2.9242574e+02  -5.6538827e+01
   2.9239079e+02  -5.6478201e+01
   2.9235593e+02  -5.6417566e+01
   2.9232117e+02  -5.6356923e+01
   2.9228650e+02  -5.6296272e+01
   2.9225194e+02  -5.6235613e+01
   2.9221746e+02  -5.6174945e+01
   2.9218308e+02  -5.6114269e+01
   2.9214882e+02  -5.6053621e+01
