   3.1111362e+02  -5.9980282e+01
   3.1107210e+02  -5.9920140e+01
   3.1103072e+02  -5.9859987e+01
   3.1098947e+02  -5.9799823e+01
   3.1094835e+02  -5.9739647e+01
   3.1090736e+02  -5.9679461e+01
   3.1086650e+02  -5.9619264e+01
   3.1082578e+02  -5.9559056e+01
   3.1078518e+02  -5.9498837e+01
   3.1074471e+02  -5.9438607e+01
   3.1070437e+02  -5.9378367e+01
   3.1066415e+02  -5.9318116e+01
   3.1062406e+02  -5.9257855e+01
   3.1058410e+02  -5.9197583e+01
   3.1054426e+02  -5.9137301e+01
   3.1050455e+02  -5.9077008e+01
   3.1046496e+02  -5.9016705e+01
   3.1042552e+02  -5.8956430e+01
   3.1038619e+02  -5.8896137e+01
   3.1034698e+02  -5.8835833e+01
   3.1030790e+02  -5.8775520e+01
   3.1026893e+02  -5.8715196e+01
   3.1023009e+02  -5.8654862e+01
   3.1019136e+02  -5.8594519e+01
   3.1015275e+02  -5.8534165e+01
   3.1011426e+02  -5.8473802e+01
   3.1007588e+02  -5.8413429e+01
   3.1003762e+02  -5.8353046e+01
   3.0999947e+02  -5.8292654e+01
   3.0996144e+02  -5.8232251e+01
   3.0992352e+02  -5.8171840e+01
   3.0988572e+02  -5.8111419e+01
   3.0984803e+02  -5.8050988e+01
   3.0981045e+02  -5.7990548e+01
   3.0977298e+02  -5.7930098e+01
   3.0973564e+02  -5.7869665e+01
   3.0969841e+02  -5.7809227e+01
   3.0966129e+02  -5.7748780e+01
   3.0962428e+02  -5.7688323e+01
   3.0958738e+02  -5.7627858e+01
   3.0955058e+02  -5.7567383e+01
   3.0951389e+02  -5.7506899e+01
   3.0947731e+02  -5.7446406e+01
   3.0944083e+02  -5.7385905e+01
   3.0940446e+02  -5.7325394e+01
   3.0936820e+02  -5.7264875e+01
   3.0933203e+02  -5.7204346e+01
   3.0929597e+02  -5.7143809e+01
   3.0926002e+02  -5.7083263e+01
   3.0922417e+02  -5.7022709e+01
   3.0918841e+02  -5.6962146e+01
   3.0915276e+02  -5.6901574e+01
   3.0911721e+02  -5.6840993e+01
   3.0908178e+02  -5.6780429e+01
   3.0904645e+02  -5.6719862e+01
   3.0901121e+02  -5.6659286e+01
   3.0897608e+02  -5.6598703e+01
   3.0894104e+02  -5.6538110e+01
   3.0890610e+02  -5.6477509e+01
   3.0887126e+02  -5.6416900e+01
   3.0883652e+02  -5.6356283e+01
   3.0880187e+02  -5.6295658e+01
   3.0876731e+02  -5.6235024e+01
   3.0873285e+02  -5.6174383e+01
   3.0869849e+02  -5.6113733e+01
   3.0866422e+02  -5.6053075e+01
