   3.0672625e+02  -5.6023215e+01
   3.0669200e+02  -5.6083895e+01
   3.0665766e+02  -5.6144584e+01
   3.0662322e+02  -5.6205278e+01
   3.0658868e+02  -5.6265965e+01
   3.0655404e+02  -5.6326643e+01
   3.0651932e+02  -5.6387313e+01
   3.0648449e+02  -5.6447974e+01
   3.0644957e+02  -5.6508628e+01
   3.0641454e+02  -5.6569273e+01
   3.0637942e+02  -5.6629909e+01
   3.0634421e+02  -5.6690538e+01
   3.0630889e+02  -5.6751158e+01
   3.0627348e+02  -5.6811769e+01
   3.0623796e+02  -5.6872372e+01
   3.0620234e+02  -5.6932967e+01
   3.0616663e+02  -5.6993553e+01
   3.0613081e+02  -5.7054130e+01
   3.0609489e+02  -5.7114698e+01
   3.0605886e+02  -5.7175258e+01
   3.0602274e+02  -5.7235809e+01
   3.0598648e+02  -5.7296391e+01
   3.0595013e+02  -5.7356955e+01
   3.0591367e+02  -5.7417510e+01
   3.0587711e+02  -5.7478055e+01
   3.0584044e+02  -5.7538592e+01
   3.0580366e+02  -5.7599120e+01
   3.0576677e+02  -5.7659638e+01
   3.0572978e+02  -5.7720148e+01
   3.0569268e+02  -5.7780648e+01
   3.0565547e+02  -5.7841139e+01
   3.0561814e+02  -5.7901621e+01
   3.0558071e+02  -5.7962094e+01
   3.0554317e+02  -5.8022557e+01
   3.0550552e+02  -5.8083011e+01
   3.0546775e+02  -5.8143455e+01
   3.0542987e+02  -5.8203890e+01
   3.0539188e+02  -5.8264315e+01
   3.0535377e+02  -5.8324731e+01
   3.0531553e+02  -5.8385159e+01
   3.0527717e+02  -5.8445585e+01
   3.0523870e+02  -5.8506002e+01
   3.0520011e+02  -5.8566408e+01
   3.0516140e+02  -5.8626805e+01
   3.0512258e+02  -5.8687192e+01
   3.0508363e+02  -5.8747569e+01
   3.0504457e+02  -5.8807936e+01
   3.0500538e+02  -5.8868293e+01
   3.0496607e+02  -5.8928640e+01
   3.0492665e+02  -5.8988976e+01
   3.0488710e+02  -5.9049303e+01
   3.0484742e+02  -5.9109619e+01
   3.0480763e+02  -5.9169924e+01
   3.0476770e+02  -5.9230220e+01
   3.0472766e+02  -5.9290505e+01
   3.0468748e+02  -5.9350779e+01
   3.0464718e+02  -5.9411043e+01
   3.0460676e+02  -5.9471296e+01
   3.0456619e+02  -5.9531560e+01
   3.0452548e+02  -5.9591821e+01
   3.0448465e+02  -5.9652072e+01
   3.0444368e+02  -5.9712312e+01
   3.0440258e+02  -5.9772541e+01
   3.0436136e+02  -5.9832759e+01
   3.0432000e+02  -5.9892966e+01
   3.0427850e+02  -5.9953162e+01
